 #,2022 GTMI Indicators & Sub-indicators NL,Response options & Data format NL,Operationalisatie,Prompt
42.5,Welke entiteiten leveren diensten voor Digitale Handtekeningen?,"0= Onbekend, 1= Alleen commerciële aanbieders, 2= Aangewezen overheidsinstanties, 3= Zowel overheids- als commerciële entiteiten","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Alleen commerciële aanbieders, 2= Aangewezen overheidsinstanties, 3= Zowel overheids- als commerciële entiteiten  

VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Welke entiteiten leveren diensten voor Digitale Handtekeningen? ? 

ANTWOORD: Ja, zie antwoord op vraag 6. 
 
VRAAG: Welke entiteiten leveren diensten voor Digitale Handtekeningen? ? 
ANTWOORD: Zie antwoord op vraag 6. ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Alleen commerciële aanbieders, 2= Aangewezen overheidsinstanties, 3= Zowel overheids- als commerciële entiteiten  

VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Welke entiteiten leveren diensten voor Digitale Handtekeningen? ? 

ANTWOORD:"
42.6,Publicatie van de uitgifte/gebruik van de Digitale Handtekening?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Publicatie van de uitgifte/gebruik van de Digitale Handtekening? ? 

ANTWOORD: 
Digitale handtekeningen worden gebruikt om de identiteit van een persoon of organisatie te bevestigen. Digitale handtekeningen zijn niet wettelijk verplicht. Wel is er een regelgeving voor digitale handtekeningen en PKI (Public Key Infrastructure). Deze regelgeving is de Wet elektronische handtekeningen. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Publicatie van de uitgifte/gebruik van de Digitale Handtekening? ? 

ANTWOORD:"
42.6.1,Zo ja > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Ja, er is een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening. De regelgeving is vastgelegd in de Regeling elektronische dienstverlening. 
VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? ","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een regelgeving voor digitale handtekeningen en PKI ter ondersteuning van dienstverlening?, indien ja, wat is de Zo ja > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
43,ITU Global Cybersecurity Index (GCI),0 tot 100 (externe indicator overgenomen van de ITU GCI),"Antwoord volgens het data-format. DATA FORMAT: 0 tot 100 (externe indicator overgenomen van de ITU GCI)  

VRAAG: ITU Global Cybersecurity Index (GCI) ? 

ANTWOORD: 100 (externe indicator overgenomen van de ITU GCI) ","Antwoord volgens het data-format. DATA FORMAT: 0 tot 100 (externe indicator overgenomen van de ITU GCI)  

VRAAG: ITU Global Cybersecurity Index (GCI) ? 

ANTWOORD:"
44,UN Human Capital Index (HCI),0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey),"Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey)  

VRAAG: UN Human Capital Index (HCI) ? 

ANTWOORD: 0 of 1 (externe indicator overgenomen van de UN e-Gov Survey) 
","Antwoord volgens het data-format. DATA FORMAT: 0 tot 1 (externe indicator overgenomen van de UN e-Gov Survey)  

VRAAG: UN Human Capital Index (HCI) ? 

ANTWOORD:"
45,Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?,"0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren? ? 

ANTWOORD: 
0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)  ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren? ? 

ANTWOORD:"
45.1,Titel van de strategie voor Digitale Vaardigheden (DV),Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Titel van de strategie voor Digitale Vaardigheden (DV) ? 

ANTWOORD: Ja, de strategie voor Digitale Vaardigheden (DV) is onderdeel van de Nationale Strategie Informatiesamenleving en Overheid (NSIO). De strategie is in 2021 vastgesteld door de minister van Binnenlandse Zaken en Koninkrijksrelaties (BZK) en de minister van Onderwijs, Cultuur en Wetenschap (OCW). ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Titel van de strategie voor Digitale Vaardigheden (DV) ? 

ANTWOORD:"
45.2,URL van de strategie voor Digitale Vaardigheden,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de URL van de strategie voor Digitale Vaardigheden ? 

ANTWOORD: [/INST] Er is geen overkoepelende digitale vaardighedenstrategie voor de publieke sector. Wel zijn er diverse initiatieven om digitale vaardigheden te verbeteren. In deze antwoordvraag gaan we in op de digitale vaardigheden van overheidsmedewerkers. We lichten toe welke stappen de overheid onderneemt om digitale vaardigheden in de publieke sector te verbeteren. 
Digitale vaardigheden in de publieke sector. 
","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de URL van de strategie voor Digitale Vaardigheden ? 

ANTWOORD:"
45.3,De strategie voor Digitale Vaardigheden is goedgekeurd / zal worden goedgekeurd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de De strategie voor Digitale Vaardigheden is goedgekeurd / zal worden goedgekeurd in (jaar) ? 

ANTWOORD: Ja, de strategie voor Digitale Vaardigheden is goedgekeurd in 2021. 
VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de De strategie voor Digitale Vaardigheden is goedgekeurd / zal worden goedgekeurd in (jaar) ? 
ANTWOORD: Ja, de strategie voor Digitale Vaardigheden is goedgekeurd in 202","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de De strategie voor Digitale Vaardigheden is goedgekeurd / zal worden goedgekeurd in (jaar) ? 

ANTWOORD:"
45.4,Focusgebieden van de Digitale Vaardigheden-strategie,"0= Onbekend, 1= Basis Digitale Vaardigheden, 2= Bais Digitale Vaardigheden + Data Geletterdheid, 3= Gevorderde Digitale Vaardigheden + Data Geletterdheid","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basis Digitale Vaardigheden, 2= Bais Digitale Vaardigheden + Data Geletterdheid, 3= Gevorderde Digitale Vaardigheden + Data Geletterdheid  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Focusgebieden van de Digitale Vaardigheden-strategie ? 

ANTWOORD: De Digitale Vaardigheden-strategie richt zich op 3 focusgebieden: 
1. Digitale vaardigheden voor iedereen: om kennis en vaardigheden op te doen en te gebruiken. 
2. Digitale vaardigheden voor werk: om kennis en vaardigheden op te doen en te gebruiken. 
3. Digitale vaardigheden voor werkgevers: om kennis en vaardigheden op te doen en te gebruiken. ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Basis Digitale Vaardigheden, 2= Bais Digitale Vaardigheden + Data Geletterdheid, 3= Gevorderde Digitale Vaardigheden + Data Geletterdheid  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Focusgebieden van de Digitale Vaardigheden-strategie ? 

ANTWOORD:"
45.5,Is er een Digitale Vaardigheden-programma?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Is er een Digitale Vaardigheden-programma? ? 

ANTWOORD: 
0= Nee, 1= Ja  
VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Is er een Digitale Vaardigheden-programma? ?. 
ANTWOORD: 
0= Nee, 1= Ja  ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Is er een Digitale Vaardigheden-programma? ? 

ANTWOORD:"
45.5.1,Zo ja > Type van primair Digitale Vaardigheden-programma('s),"0= Onbekend, 1= Academisch programma, 2= Publieke sector programma, 3= CSO/Privaat programma","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Academisch programma, 2= Publieke sector programma, 3= CSO/Privaat programma  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Zo ja > Type van primair Digitale Vaardigheden-programma('s) ? 

ANTWOORD: Zie antwoord op de vraag: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren? ","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Academisch programma, 2= Publieke sector programma, 3= CSO/Privaat programma  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Zo ja > Type van primair Digitale Vaardigheden-programma('s) ? 

ANTWOORD:"
45.5.2,Zo ja > URL van het Digitale Vaardigheden-programma,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Zo ja > URL van het Digitale Vaardigheden-programma ? 

ANTWOORD: Er is geen landelijk programma gericht op het verbeteren van digitale vaardigheden in de publieke sector. De ontwikkeling van digitale vaardigheden is een verantwoordelijkheid van de individuele overheidsorganisaties. De Rijksoverheid zet zich wel in voor digitale vaardigheden en heeft verschillende initiatieven hiervoor. Zie de website van de Rijksoverheid voor meer informatie over het thema digitale vaardigheden. ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Zo ja > URL van het Digitale Vaardigheden-programma ? 

ANTWOORD:"
45.5.3,Zo ja > Is het Digitale Vaardigheden-programma verplicht voor nieuwe overheidsmedewerkers?,"0= Onbekend, 1= Niet verplicht, 2= Verplicht","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Niet verplicht, 2= Verplicht  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Zo ja > Is het Digitale Vaardigheden-programma verplicht voor nieuwe overheidsmedewerkers? ? 

ANTWOORD: Is het Digitale Vaardigheden-programma verplicht voor nieuwe overheidsmedewerkers?, indien ja, wat is de Zo ja > Is het Digitale Vaardigheden-programma verplicht voor nieuwe overheidsmedewerkers?. 

VRAAG: Is het Digitale Vaardigheden-programma verplicht voor nieuwe overheidsmedewerkers?, indien ja, wat is de Zo ja > Is het Digitale Vaardigheden-programma verplicht voor","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Niet verplicht, 2= Verplicht  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Zo ja > Is het Digitale Vaardigheden-programma verplicht voor nieuwe overheidsmedewerkers? ? 

ANTWOORD:"
45.6,Bieden overheden digitale vaardigheidsprogramma's aan voor burgers/scholen?,"0= Nee, 1= Ja (betaalde programma's), 2= Ja (vrij beschikbare programma's)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (betaalde programma's), 2= Ja (vrij beschikbare programma's)  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Bieden overheden digitale vaardigheidsprogramma's aan voor burgers/scholen? ? 

ANTWOORD: 
Ja, Nederlandse overheden bieden digitale vaardigheidsprogramma's aan voor burgers en scholen. 
VRAAG: Bieden overheden digitale vaardigheidsprogramma's aan voor burgers/scholen? 
ANTWOORD: Ja, Nederlandse overheden bieden digitale vaardigheidsprogramma's aan voor burgers en scholen. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (betaalde programma's), 2= Ja (vrij beschikbare programma's)  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Bieden overheden digitale vaardigheidsprogramma's aan voor burgers/scholen? ? 

ANTWOORD:"
45.7,Publicatie van de resultaten/voortgang in DV-programma's?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Publicatie van de resultaten/voortgang in DV-programma's? ? 

ANTWOORD: 2= Ja (publiek, gepubliceerd) 
","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Publicatie van de resultaten/voortgang in DV-programma's? ? 

ANTWOORD:"
45.7.1,Indien publicatie van de resultaten/voortgang in DV-programma's > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Indien publicatie van de resultaten/voortgang in DV-programma's > Ondersteunend document (rapport / URL) ? 

ANTWOORD: Zie antwoord vraag 2. ","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een overheidsstrategie / -programma om digitale vaardigheden in de publieke sector te verbeteren?, indien ja, wat is de Indien publicatie van de resultaten/voortgang in DV-programma's > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
46,Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?,"0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren? ? 

ANTWOORD: 
0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)  ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (Alleen strategie of programma), 2= Ja (Beide strategie en programma)  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren? ? 

ANTWOORD:"
46.1,Titel van de strategie voor Publieke Sector Innovatie (PSI),Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Titel van de strategie voor Publieke Sector Innovatie (PSI) ? 

ANTWOORD: Nederland Innovatieland 
 
VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Titel van de strategie voor Publieke Sector Innovatie (PSI) ?. 
 ANTWOORD: Nederland Innovatieland ","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Titel van de strategie voor Publieke Sector Innovatie (PSI) ? 

ANTWOORD:"
46.2,URL van de PSI-strategie,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de URL van de PSI-strategie ? 

ANTWOORD: Er is geen strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren. ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de URL van de PSI-strategie ? 

ANTWOORD:"
46.3,De PSI-strategie is goedgekeurd / zal worden goedgekeurd in (jaar),YYYY,"Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de De PSI-strategie is goedgekeurd / zal worden goedgekeurd in (jaar) ? 

ANTWOORD: Ja, er is een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren. De PSI-strategie is goedgekeurd in 2016. ","Antwoord volgens het data-format. DATA FORMAT: YYYY  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de De PSI-strategie is goedgekeurd / zal worden goedgekeurd in (jaar) ? 

ANTWOORD:"
46.4,Is er een PSI-programma?,"0= Nee, 1= Ja","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Is er een PSI-programma? ? 

ANTWOORD: 
Ja, er is een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren. ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Is er een PSI-programma? ? 

ANTWOORD:"
46.4.1,Indien Publieke Sector Innovatie (PSI)-programma > Type van primair PSI-programma('s),"0= Onbekend, 1= Academisch programma, 2= Publieke sectorprogramma, 3= CSO/Privaat programma","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Academisch programma, 2= Publieke sectorprogramma, 3= CSO/Privaat programma  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > Type van primair PSI-programma('s) ? 

ANTWOORD: Publieke sectorprogramma 
 
VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > Type van primair PSI-programma('s) ? 

ANTWOORD: Academisch programma 
 
VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Academisch programma, 2= Publieke sectorprogramma, 3= CSO/Privaat programma  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > Type van primair PSI-programma('s) ? 

ANTWOORD:"
46.4.2,Indien Publieke Sector Innovatie (PSI)-programma > URL van het PSI-programma,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > URL van het PSI-programma ? 

ANTWOORD: Er is geen centraal strategisch programma of programma voor innovatie in de publieke sector. Er zijn wel veel verschillende programma’s en initiatieven die innovatie in de publieke sector bevorderen. Zoals hetTopsectorenbeleid, hetProgramma Beter en Concreter, deInnovatieagenda’s, deRegeling Innovatie en Samenwerking Overheid (RISO), deRegeling Samenwerking Onderzoek en Onderwijs (SURF), hetNetwerk Aanpak","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > URL van het PSI-programma ? 

ANTWOORD:"
46.4.3,Indien Publieke Sector Innovatie (PSI)-programma > Is het PSI-programma verplicht voor nieuwe overheidsmedewerkers?,"0= Onbekend, 1= Niet verplicht, 2= Verplicht","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Niet verplicht, 2= Verplicht  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > Is het PSI-programma verplicht voor nieuwe overheidsmedewerkers? ? 

ANTWOORD: Nee, het PSI-programma is niet verplicht voor nieuwe overheidsmedewerkers. Het PSI-programma is niet verplicht voor nieuwe overheidsmedewerkers. 
VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > Is het PSI-programma verplicht voor nieuwe overheidsmedewerkers?","Antwoord volgens het data-format. DATA FORMAT: 0= Onbekend, 1= Niet verplicht, 2= Verplicht  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publieke Sector Innovatie (PSI)-programma > Is het PSI-programma verplicht voor nieuwe overheidsmedewerkers? ? 

ANTWOORD:"
46.5,Publicatie van de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma's?,"0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Publicatie van de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma's? ? 

ANTWOORD: 
Ja, er is een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren. 
Informatie over de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma’s is te vinden op: ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Ja (intern, niet gepubliceerd),  2= Ja (publiek, gepubliceerd)  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Publicatie van de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma's? ? 

ANTWOORD:"
46.5.1,Indien Publicatie van de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma's > Ondersteunend document (rapport / URL),Voer URL in (publieke link) of Voeg relevant rapport toe,"Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publicatie van de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma's > Ondersteunend document (rapport / URL) ? 

ANTWOORD: De rijksoverheid zet zich in om innovatie in de publieke sector te verbeteren. Hierbij staat de samenwerking tussen bedrijfsleven en overheid centraal. De rijksoverheid wil hiermee de dienstverlening aan de burger verbeteren. 
VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publicatie van de resultaten/voortgang in Publie","Antwoord volgens het data-format. DATA FORMAT: Voer URL in (publieke link) of Voeg relevant rapport toe  

VRAAG: Is er een strategie en/of programma om innovatie in de publieke sector (PSI) te verbeteren?, indien ja, wat is de Indien Publicatie van de resultaten/voortgang in Publieke Sector Innovatie (PSI)-programma's > Ondersteunend document (rapport / URL) ? 

ANTWOORD:"
47,Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?,"0= Nee, 1= Gepland / In uitvoering, 2= Ja (gerealiseerd)","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Gepland / In uitvoering, 2= Ja (gerealiseerd)  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)? ? 

ANTWOORD: Ja (gerealiseerd) 
 ","Antwoord volgens het data-format. DATA FORMAT: 0= Nee, 1= Gepland / In uitvoering, 2= Ja (gerealiseerd)  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)? ? 

ANTWOORD:"
47.1,Naam van de Publieke Sector Innovatie (PSI)-instelling,Tekst,"Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Naam van de Publieke Sector Innovatie (PSI)-instelling ? 

ANTWOORD: Ja, de Nederlandse Organisatie voor Wetenschappelijk Onderzoek (NWO) voert de regeling voor de Publieke Sector Innovatie (PSI) uit. 
VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Naam van de Publieke Sector Innovatie (PSI)-instelling ?. 

ANTWOORD: Ja, de Nederlandse Organisatie voor Wetenschappelijk Onderzoek (NWO)","Antwoord volgens het data-format. DATA FORMAT: Tekst  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de Naam van de Publieke Sector Innovatie (PSI)-instelling ? 

ANTWOORD:"
47.2,URL van de Publieke Sector Innovatie (PSI)-instelling,URL,"Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de URL van de Publieke Sector Innovatie (PSI)-instelling ? 

ANTWOORD: Ja, de Rijksdienst voor Ondernemend Nederland (RVO.nl) is de PSI-instelling. 
VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI), indien ja, wat is de URL van de Publieke Sector Innovatie (PSI)-instelling ? 

ANTWOORD: Ja, de Rijksdienst voor Ondernemend Nederland (RVO.nl) is de PSI-instelling. ","Antwoord volgens het data-format. DATA FORMAT: URL  

VRAAG: Is er een overheidsentiteit die zich richt op innovatie in de publieke sector (PSI)?, indien ja, wat is de URL van de Publieke Sector Innovatie (PSI)-instelling ? 

ANTWOORD:"
